ID,year,date,date.fix,tag.ID,wt.kg,length.cm,sex,notes.fi,notes.en,notes.KM,dead,recapture,match.ID,Scale.smoltage,scale.seaage,Respawner,respawner.info,notes.FI,notes.ENG
Uts_17A_087,2017,1.10.2017,10/1/2017,ZO8241,6.3,90,M,edellisten vuosien merkki - uudelleenkutija! ,"marked from previous, Uts_15A_041","tag lost, recpature",NA,2,Uts_15A_052,3,3,1,1S1,PS (uudellen kutija),"disagreement in smolt age between 1 and 2nd recapture, used 1st sample as it is likely less degraded, also says 2S1 but captured 2 years so its 1S1"
Uts_17A_088,2017,1.10.2017,10/1/2017,ZO8256,7.2,94,M,edellisten vuosien merkki - uudelleenkutija! ,"marked from previous, Uts15A_056","tag lost, recpature",NA,2,Uts_15A_056,3,3,1,1S1,PS (uudellen kutija),2S1 but captured 2 years so its 1S1
Uts_17A_089,2017,1.10.2017,10/1/2017,ZO8399,2.3,65,M,,,,NA,NA,,3,1,0,,,
Uts_17A_090,2017,1.10.2017,10/1/2017,,9.7,98,F,kuollut,dead,,1,NA,,3,3,0,,,
Uts_17A_091,2017,2.10.2017,10/2/2017,130.0,2.3,66,M,,,,NA,NA,,3,1,0,,,
Uts_17A_092,2017,2.10.2017,10/2/2017,129.0,1.6,56,M,,,,NA,NA,,4,1,0,,,
Uts_17A_093,2017,2.10.2017,10/2/2017,128.0,14.4,110,M,,,,NA,NA,,NA,3,0,,ei joki-ik‰‰,no river age
Uts_17A_094,2017,2.10.2017,10/2/2017,127.0,2.8,68,M,,,,NA,NA,,4,1,0,,,
Uts_17A_095,2017,2.10.2017,10/2/2017,126.0,1.9,60,M,,,,NA,NA,,4,1,0,,,
Uts_17A_096,2017,4.10.2017,10/4/2017,YL9882,9.8,102,F,kulkutettu! (kyl‰talon niska),drift net at location,,NA,NA,,4,5,1,3S1,PS (uudellen kutija),
Uts_17A_097,2017,4.10.2017,10/4/2017,YL9883,17.6,117,M,kulkutettu! (kyl‰talon niska),drift net at location,,NA,NA,,3,3,0,,"kuluneet suomut, ep‰varma meri-ik‰","worn out scales, sea age uncertain"
Uts_17A_098,2017,5.10.2017,10/5/2017,125.0,7.5,98,F,,,,NA,NA,,NA,3,0,,ei joki-ik‰‰,no river age
Uts_18A_001,2018,13.9.2018,9/13/2018,ZO8379,10.4,101,M,merkki vuodelta 2016!,"marked from previous, Uts_16A_100",,NA,2,Uts_16A_100,3,3,1,1S1,"1S2: Kala merkitty Utsjoessa vuonna 28.-29.9.2016. Pituus merkint‰hetkell‰ 60 cm, paino 2,0 kg.","based on recapture, fw age should be 3, 1S2 is wrong"
Uts_18A_002,2018,13.9.2018,9/13/2018,F868,2.4,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_003,2018,13.9.2018,9/13/2018,F869,2,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_004,2018,14.9.2018,9/14/2018,F870,2.1,62,M,ei rasvaev‰‰,no adipose fin,,NA,NA,,3,1,0,,,
Uts_18A_005,2018,15.9.2018,9/15/2018,F871,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_18A_006,2018,15.9.2018,9/15/2018,F872,2.2,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_007,2018,15.9.2018,9/15/2018,F873,2.6,67,M,,,,NA,NA,,4,1,0,,,
Uts_18A_008,2018,16.9.2018,9/16/2018,F874,2.4,62,M,,,,NA,NA,,4,1,0,,,
Uts_18A_009,2018,16.9.2018,9/16/2018,F875,15.6,115,M,,,,NA,NA,,3,3,0,,,
Uts_18A_010,2018,16.9.2018,9/16/2018,F876,2.5,65,M,,,,NA,NA,,3,1,0,,,
Uts_18A_011,2018,16.9.2018,9/16/2018,F877,2.1,62,M,,,,NA,NA,,3,1,0,,,
Uts_18A_012,2018,16.9.2018,9/16/2018,F878,2.3,62,M,,,,NA,NA,,3,1,0,,,
Uts_18A_013,2018,16.9.2018,9/16/2018,F879,2.6,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_014,2018,16.9.2018,9/16/2018,F880,2.3,65,M,,,,NA,NA,,4,1,0,,,
Uts_18A_015,2018,16.9.2018,9/16/2018,F881,2.5,66,M,,,,NA,NA,,4,1,0,,,
Uts_18A_016,2018,16.9.2018,9/16/2018,F882,1.9,59,M,,,,NA,NA,,3,1,0,,,
Uts_18A_017,2018,17.9.2018,9/17/2018,F883,2.1,62,M,,,,NA,NA,,3,1,0,,,
Uts_18A_018,2018,17.9.2018,9/17/2018,F884,2.4,63,M,,,,NA,NA,,3,1,0,,,
Uts_18A_019,2018,17.9.2018,9/17/2018,F885,1.9,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_020,2018,17.9.2018,9/17/2018,F887,4.1,76,M,,,,NA,NA,,NA,NA,0,,kassikala,bag fish
Uts_18A_021,2018,17.9.2018,9/17/2018,F886,2.2,61,F,,,,NA,NA,,3,1,0,,,
Uts_18A_022,2018,17.9.2018,9/17/2018,F888,2.2,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_023,2018,17.9.2018,9/17/2018,F889,2.7,66,M,,,,NA,NA,,3,1,0,,,
Uts_18A_024,2018,17.9.2018,9/17/2018,F890,2.3,62,M,,,,NA,NA,,3,1,0,,,
Uts_18A_025,2018,17.9.2018,9/17/2018,F891,1.8,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_026,2018,17.9.2018,9/17/2018,F892,2.2,61,M,,,,NA,NA,,3,1,0,,,
Uts_18A_027,2018,17.9.2018,9/17/2018,F893,1.9,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_028,2018,17.9.2018,9/17/2018,F894,2.4,63,M,,,,NA,NA,,3,1,0,,,
Uts_18A_029,2018,18.9.2018,9/18/2018,F895,7.2,90,M,,,,NA,NA,,NA,NA,0,,ei suomuja,no scale
Uts_18A_030,2018,18.9.2018,9/18/2018,F896,1.8,58,M,,,,NA,NA,,4,1,0,,,
Uts_18A_031,2018,18.9.2018,9/18/2018,F897,2.2,63,M,,,,NA,NA,,3,1,0,,,
Uts_18A_032,2018,18.9.2018,9/18/2018,F898,2,62,M,,,,NA,NA,,3,1,0,,,
Uts_18A_033,2018,18.9.2018,9/18/2018,F899,2.5,65,M,,,,NA,NA,,3,1,0,,,
Uts_18A_034,2018,18.9.2018,9/18/2018,F900,2.5,65,M,,,,NA,NA,,4,1,0,,"kuluneet suomut, onko 4.1S1+????","worn out scales, 4SW1?"
Uts_18A_035,2018,18.9.2018,9/18/2018,F901,1.5,56,M,,,,NA,NA,,NA,1,0,,reg.,no river age
Uts_18A_036,2018,19.9.2018,9/19/2018,F902,1.6,56,M,,,,NA,NA,,3,1,0,,,
Uts_18A_037,2018,20.9.2018,9/20/2018,F903,2.9,66,M,,,,NA,NA,,NA,1,0,,reg.,no river age
Uts_18A_038,2018,20.9.2018,9/20/2018,F904,10.5,100,F,,,,NA,NA,,3,3,0,,,
Uts_18A_039,2018,20.9.2018,9/20/2018,F905,2,59,M,,,,NA,NA,,4,1,0,,,
Uts_18A_040,2018,20.9.2018,9/20/2018,F906,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_041,2018,20.9.2018,9/20/2018,F907,2.6,67,M,,,,NA,NA,,4,1,0,,,
Uts_18A_042,2018,20.9.2018,9/20/2018,F908,13,110,F,,,,NA,NA,,3,4,0,,,
Uts_18A_043,2018,20.9.2018,9/20/2018,F909,1.3,57,M,,,,NA,NA,,3,1,0,,,
Uts_18A_044,2018,20.9.2018,9/20/2018,F910,2.6,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_045,2018,21.9.2018,9/21/2018,F911,5.4,80,F,,,,NA,NA,,4,2,0,,,
Uts_18A_046,2018,21.9.2018,9/21/2018,F912,3.6,72,M,,,,NA,NA,,3,1,0,,,
Uts_18A_047,2018,21.9.2018,9/21/2018,F913,3.3,70,M,,,,NA,NA,,4,1,0,,,
Uts_18A_048,2018,21.9.2018,9/21/2018,F914,2.5,64,M,,,,NA,NA,,4,1,0,,,
Uts_18A_049,2018,21.9.2018,9/21/2018,F915,2.6,66,M,,,,NA,NA,,3,1,0,,,
Uts_18A_050,2018,22.9.2018,9/22/2018,F916,2.5,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_051,2018,22.9.2018,9/22/2018,F917,2.3,62,M,,,,NA,NA,,NA,1,0,,reg.,no river age
Uts_18A_052,2018,22.9.2018,9/22/2018,F918,4,75,M,,,,NA,NA,,4,2,0,,,
Uts_18A_053,2018,22.9.2018,9/22/2018,F919,2.6,66,M,,,,NA,NA,,3,1,0,,,
Uts_18A_054,2018,22.9.2018,9/22/2018,F920,2.7,64,M,,,,NA,NA,,NA,1,0,,reg.,no river age
Uts_18A_055,2018,22.9.2018,9/22/2018,F921,2.5,63,M,,,,NA,NA,,4,1,0,,,
Uts_18A_056,2018,24.9.2018,9/24/2018,F922,1.6,54,M,,,,NA,NA,,3,1,0,,,
Uts_18A_057,2018,24.9.2018,9/24/2018,F923,2.5,64,M,,,,NA,NA,,4,1,0,,,
Uts_18A_058,2018,24.9.2018,9/24/2018,F924,1.7,57,M,,,,NA,NA,,4,1,0,,,
Uts_18A_059,2018,25.9.2018,9/25/2018,F925,14.6,113,M,,,,NA,NA,,4,4,0,,,
Uts_18A_060,2018,25.9.2018,9/25/2018,F926,2.6,73,F,kutenut,spawned,,NA,NA,,4,3,1,1S1,toinen kutureissu,spawning return trip
Uts_18A_061,2018,25.9.2018,9/25/2018,F927,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_062,2018,25.9.2018,9/25/2018,F928,1.8,57,M,,,,NA,NA,,3,1,0,,,
Uts_18A_063,2018,25.9.2018,9/25/2018,F929,2.1,62,M,,,,NA,NA,,4,1,0,,,
Uts_18A_064,2018,25.9.2018,9/25/2018,F930,2,63,M,,,,NA,NA,,3,1,0,,,
Uts_18A_065,2018,25.9.2018,9/25/2018,F931,1.7,54,M,,,,NA,NA,,4,1,0,,,
Uts_18A_066,2018,25.9.2018,9/25/2018,F932,2.3,65,M,,,,NA,NA,,4,1,0,,,
Uts_18A_067,2018,26.9.2018,9/26/2018,F933,2,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_068,2018,26.9.2018,9/26/2018,F934,2.3,64,M,,,,NA,NA,,4,1,0,,,
Uts_18A_069,2018,26.9.2018,9/26/2018,F935,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_070,2018,26.9.2018,9/26/2018,F936,1.7,57,M,,,,NA,NA,,3,1,0,,,
Uts_18A_071,2018,27.9.2018,9/27/2018,F937,9,96,F,,,,NA,NA,,4,3,0,,,
Uts_18A_072,2018,27.9.2018,9/27/2018,F938,1.8,59,M,,,,NA,NA,,4,1,0,,,
Uts_18A_073,2018,27.9.2018,9/27/2018,F939,2,60,M,,,,NA,NA,,4,1,0,,,
Uts_18A_074,2018,27.9.2018,9/27/2018,F940,2.3,66,M,,,,NA,NA,,3,1,0,,,
Uts_18A_075,2018,27.9.2018,9/27/2018,F941,1.8,58,M,,,,NA,NA,,4,1,0,,,
Uts_18A_076,2018,27.9.2018,9/27/2018,F942,2.4,64,M,,,,NA,NA,,4,1,0,,,
Uts_18A_077,2018,28.9.2018,9/28/2018,F943,2.1,62,M,,,,NA,NA,,4,1,0,,,
Uts_18A_078,2018,28.9.2018,9/28/2018,F944,1.7,60,M,,,,NA,NA,,5,1,0,,,
Uts_18A_079,2018,28.9.2018,9/28/2018,F945,1.5,58,M,,,,NA,NA,,3,1,0,,,
Uts_18A_080,2018,28.9.2018,9/28/2018,F946,10,100,F,,,,NA,NA,,3,3,0,,,
Uts_18A_081,2018,29.9.2018,9/29/2018,F947,1.8,63,M,,,,NA,NA,,5,1,0,,,
Uts_18A_082,2018,29.9.2018,9/29/2018,F948,1.8,64,M,,,,NA,NA,,3,1,0,,,
Uts_18A_083,2018,29.9.2018,9/29/2018,F949,1.6,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_084,2018,29.9.2018,9/29/2018,F950,1.7,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_085,2018,29.9.2018,9/29/2018,F951,1.6,60,M,,,,NA,NA,,4,1,0,,,
Uts_18A_086,2018,29.9.2018,9/29/2018,F952,1.4,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_087,2018,29.9.2018,9/29/2018,F953,1.1,55,M,,,,NA,NA,,3,1,0,,,
Uts_18A_088,2018,29.9.2018,9/29/2018,F954,7,78,F,,,,NA,NA,,4,2,0,,,
Uts_18A_089,2018,30.9.2018,9/30/2018,F955,1.8,65,M,,,,NA,NA,,4,1,0,,,
Uts_18A_090,2018,30.9.2018,9/30/2018,F956,1.4,58,M,,,,NA,NA,,4,1,0,,,
Uts_18A_091,2018,30.9.2018,9/30/2018,F957,2,64,M,,,,NA,NA,,5,1,0,,,
Uts_18A_092,2018,30.9.2018,9/30/2018,F958,1.9,60,M,,,,NA,NA,,4,1,0,,,
Uts_18A_093,2018,30.9.2018,9/30/2018,F959,2.1,62,M,,,,NA,NA,,NA,1,0,,reg.,
Uts_18A_094,2018,30.9.2018,9/30/2018,F960,2.3,64,M,,,,NA,NA,,4,1,0,,,
Uts_18A_095,2018,1.10.2018,10/1/2018,F961,2.8,65,M,,,,NA,NA,,4,1,0,,,
Uts_18A_096,2018,1.10.2018,10/1/2018,F962,10.2,98,F,,,,NA,NA,,3,3,0,,,
Uts_18A_097,2018,1.10.2018,10/1/2018,F963,2.2,65,M,,,,NA,NA,,5,1,0,,,
Uts_18A_098,2018,1.10.2018,10/1/2018,F964,1.9,62,M,,,,NA,NA,,4,1,0,,,
Uts_18A_099,2018,1.10.2018,10/1/2018,F965,1.3,56,M,,,,NA,NA,,5,1,0,,,
Uts_18A_100,2018,1.10.2018,10/1/2018,F967,1.2,52,F,F966 -merkki kateissa,F966 tag missing,,NA,NA,,4,1,0,,,
Uts_18A_101,2018,2.10.2018,10/2/2018,F968,1.7,55,M,,,,NA,NA,,4,1,0,,,
Uts_18A_102,2018,2.10.2018,10/2/2018,F969,2,57,M,,,,NA,NA,,4,1,0,,,
Uts_18A_103,2018,2.10.2018,10/2/2018,F970,2.2,62,M,,,,NA,NA,,4,1,0,,,
Uts_18A_104,2018,2.10.2018,10/2/2018,F971,2.1,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_105,2018,2.10.2018,10/2/2018,F972,2,60,M,F972 ja F973 mahdollisesti sekoittuneet kesken‰‰n,possibly switched,,NA,NA,,4,1,0,,,
Uts_18A_106,2018,2.10.2018,10/2/2018,F973,1.8,58,M,F972 ja F973 mahdollisesti sekoittuneet kesken‰‰n,possibly switched,,NA,NA,,5,1,0,,,
Uts_18A_107,2018,2.10.2018,10/2/2018,F974,2,59,M,,,,NA,NA,,4,1,0,,,
Uts_18A_108,2018,2.10.2018,10/2/2018,F975,2.2,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_109,2018,2.10.2018,10/2/2018,F976,1.8,59,M,,,,NA,NA,,NA,1,0,,reg.,
Uts_18A_110,2018,2.10.2018,10/2/2018,F977,2.8,65,M,,,,NA,NA,,4,1,0,,,
Uts_18A_111,2018,3.10.2018,10/3/2018,F978,2,58,M,,,,NA,NA,,3,1,0,,,
Uts_18A_112,2018,3.10.2018,10/3/2018,F979,2,60,M,,,,NA,NA,,4,1,0,,,
Uts_18A_113,2018,3.10.2018,10/3/2018,F980,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_114,2018,3.10.2018,10/3/2018,F981,2.3,61,M,,,,NA,NA,,4,1,0,,,
Uts_18A_115,2018,3.10.2018,10/3/2018,F982,1.9,57,M,,,,NA,NA,,3,1,0,,,
Uts_18A_116,2018,3.10.2018,10/3/2018,F983,2.2,60,M,,,,NA,NA,,3,1,0,,,
Uts_18A_117,2018,3.10.2018,10/3/2018,F984,11.4,102,F,,,,NA,NA,,4,3,0,,,
Uts_18A_118,2018,3.10.2018,10/3/2018,F985,1.7,57,M,,,,NA,NA,,4,1,0,,,
Uts_18A_119,2018,3.10.2018,10/3/2018,F986,7.1,90,F,,,,NA,NA,,3,2,0,,,
Uts_18A_120,2018,3.10.2018,10/3/2018,F987,2.2,60,M,,,,NA,NA,,4,1,0,,,
Uts_18A_121,2018,3.10.2018,10/3/2018,F988,2,61,M,,,,NA,NA,,NA,1,0,,reg.,
Uts_18A_122,2018,3.10.2018,10/3/2018,F989,2,61,M,,,,NA,NA,,4,1,0,,,
Uts_19A_01,2019,13.9.2019,9/13/2019,F301,1.8,62,M,,,,NA,NA,,3,1,0,,,
Uts_19A_02,2019,13.9.2019,9/13/2019,F302,3.1,68,M,,,,NA,NA,,3,1,0,,,
Uts_19A_03,2019,13.9.2019,9/13/2019,F690,11.2,102,M,"Merkitty 2017, Kuoli verkkoon","marked, 2017, died in net","previously marked, Uts17A_020",NA,2,Uts_17A_020,3,3,1,,"kova merikasvu, vrt. koko/ik‰","high growth at sea, compare size vs age, seaage should be 3 based on resample"
Uts_19A_04,2019,13.9.2019,9/13/2019,F303,3.8,74,M,,,,NA,NA,,3,2,0,,,
Uts_19A_05,2019,14.9.2019,9/14/2019,F304,12.2,102,F,,,,NA,NA,,3,3,0,,,
Uts_19A_06,2019,14.9.2019,9/14/2019,F305,3.4,66,M,,,,NA,NA,,3,1,0,,,
Uts_19A_07,2019,15.9.2019,9/15/2019,F306,13.6,111,M,,,,NA,NA,,3,3,0,,,
Uts_19A_08,2019,15.9.2019,9/15/2019,F307,11.5,98,M,,,,NA,NA,,4,3,0,,,
Uts_19A_09,2019,15.9.2019,9/15/2019,F308,19.3,119,M,,,,NA,NA,,3,NA,0,,"ei meri-ik‰‰, suomut pahasti kuluneet",no sea age because badly worn out scales
Uts_19A_10,2019,9/20/2019,9/20/2019,F309,9.2,96,M,,,,NA,NA,,4,3,0,,,
Uts_19A_11,2019,9/20/2019,9/20/2019,F310,5,78,F,,,,NA,NA,,3,2,0,,,
Uts_19A_12,2019,9/23/2019,9/23/2019,F311,8,87,M,,,,NA,NA,,3,2,0,,,
Uts_19A_13,2019,9/23/2019,9/23/2019,F312,5.7,81,F,,,,NA,NA,,3,2,0,,,
Uts_19A_14,2019,9/23/2019,9/23/2019,F313,4.5,76,M,,,,NA,NA,,3,2,0,,,
Uts_19A_15,2019,9/23/2019,9/23/2019,F314,1.7,58,M,,,,NA,NA,,4,1,0,,,
Uts_19A_16,2019,9/24/2019,9/24/2019,F315,11.9,102,M,ei rasvaev‰‰,no adipose fin,,NA,NA,,4,3,0,,,
Uts_19A_17,2019,9/24/2019,9/24/2019,F316,2,60,M,,,,NA,NA,,4,1,0,,,
Uts_19A_18,2019,9/24/2019,9/24/2019,F317,2.5,64,M,,,,NA,NA,,3,1,0,,,
Uts_19A_19,2019,9/24/2019,9/24/2019,F318,27.4,135,M,,,,NA,NA,,4,4,0,,,
Uts_19A_20,2019,9/25/2019,9/25/2019,F319,7,88,M,,,,NA,NA,,3,2,0,,,
Uts_19A_21,2019,9/26/2019,9/26/2019,F320,2.8,65,M,,,,NA,NA,,4,1,0,,,
Uts_19A_22,2019,9/26/2019,9/26/2019,F321,2.6,63,M,,,,NA,NA,,4,1,0,,,
Uts_19A_23,2019,9/27/2019,9/27/2019,F322,2.2,62,M,,,,NA,NA,,4,1,0,,,
Uts_19A_24,2019,9/27/2019,9/27/2019,F323,2.4,64,M,,,,NA,NA,,3,1,0,,,
Uts_19A_25,2019,9/27/2019,9/27/2019,F324,15,111,F,,,,NA,NA,,3,3,0,,,
Uts_19A_26,2019,9/27/2019,9/27/2019,F325,17.9,117,M,,,,NA,NA,,NA,NA,0,,"vain 3 suomua, kaikki reg.",only 3 scales
Uts_19A_27,2019,9/27/2019,9/27/2019,F326,2.4,64,M,,,,NA,NA,,3,1,0,,,
Uts_19A_28,2019,9/28/2019,9/28/2019,F327,15.5,104,M,,,,NA,NA,,3,NA,1,,"varma kutu, meri-ik‰ ep‰varma. Pahasti kuluneet suomut. SW 2-3S1+????","certain respawn, badly worn out scales"
Uts_19A_29,2019,9/28/2019,9/28/2019,F328,1.6,57,M,,,,NA,NA,,3,1,0,,,
Uts_19A_30,2019,10/1/2019,10/1/2019,F329,5.8,82,F,,,,NA,NA,,4,2,0,,,
Uts_19A_31,2019,10/1/2019,10/1/2019,F330,5.4,77,F,,,,NA,NA,,5,2,0,,,
Uts_19A_32,2019,10/1/2019,10/1/2019,F331,8,90,F,,,,NA,NA,,3,2,0,,,
Uts_19A_33,2019,10/1/2019,10/1/2019,F332,3.8,71,M,,,,NA,NA,,4,1,0,,,
Uts_19A_34,2019,10/3/2019,10/3/2019,F333,6.4,88,F,ei rasvaev‰‰,no adipose fin,,NA,NA,,4,2,0,,,
Uts_19A_35,2019,10/3/2019,10/3/2019,F334,6.2,86,M,,,,NA,NA,,4,2,0,,,
Uts_19A_36,2019,10/3/2019,10/3/2019,F335,8.5,100,F,,,,NA,NA,,NA,NA,NA,,Pussi puuttuu,scale bag missing
