"","sex","ID","year","date","date.fix","tag.ID","wt.kg","length.cm","condition","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","notes.FI","notes.ENG"
"1","F","Uts_11A_22",2011,"9/27/2011","9/27/2011","F835",5.7,83,-0.542230929844439,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"2","F","Uts_11A_28",2011,"9/28/2011","9/28/2011","F841",11.9,99,1.87472789381864,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"3","F","Uts_11A_29",2011,"9/28/2011","9/28/2011","F842",10.3,100,0.0382878202975796,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"4","F","Uts_11A_37",2011,"9/29/2011","9/29/2011","F850",13.5,114,-0.0718732089972285,NA,NA,NA,NA,NA,NA,3,5,5,1,30,NA,NA
"5","F","Uts_11A_39",2011,"9/30/2011","9/30/2011","F852",14.3,109,1.91032715860806,NA,NA,NA,NA,NA,NA,3,4,4,0,NA,NA,NA
"6","F","Uts_11A_52",2011,"10/3/2011","10/3/2011","F864",9.7,98,-0.0888320326603065,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"7","F","Uts_11A_53",2011,"10/3/2011","10/3/2011","F866",7.3,92,-1.07019159153396,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"8","F","Uts_12A_003",2012,"9/16/2012","9/16/2012","F153",4.9,81,-0.869350782802327,NA,NA,NA,NA,NA,NA,4,3,3,1,10,NA,NA
"9","F","Uts_12A_004",2012,"9/16/2012","9/16/2012","F154",7,90,-0.897311444491844,NA,NA,NA,NA,NA,NA,5,2,2,0,NA,NA,NA
"10","F","Uts_12A_018",2012,"9/25/2012","9/25/2012","F168",15,111,2.13744701156595,NA,NA,NA,NA,NA,NA,4,5,5,1,30,NA,NA
"11","F","Uts_12A_019",2012,"9/25/2012","9/25/2012","F169",5.7,84,-0.778671003365498,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"12","F","Uts_12A_021",2012,"9/25/2012","9/25/2012","F171",4,76,-0.587150415197037,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"13","F","Uts_12A_027",2012,"9/27/2012","9/27/2012","F176",1.5,57,1.40521098170306,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"14","F","Uts_12A_030",2012,"9/28/2012","9/28/2012","F179",7.2,92,-1.17019159153396,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"15","F","Uts_13A_004",2013,"17.-18.9.2013","9/17/2013","F504",9.8,102,-0.934592326744536,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"16","F","Uts_13A_008",2013,"17.-18.9.2013","9/17/2013","F508",1.4,56,1.54165105522412,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"17","F","Uts_13A_012",2013,"19.-20.9.2013","9/19/2013","F512",2,58,1.668770908182,NA,"dead",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"18","F","Uts_13A_033",2013,"26.-27.9.2013","9/26/2013","F533",8.9,95,-0.179511812097131,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"19","F","Uts_13A_037",2013,"29.-30.9.2013","9/29/2013","F537",8.8,97,-0.752391959139249,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"20","F","Uts_13A_039",2013,"29.-30.9.2013","9/29/2013","F539",5.7,84,-0.778671003365498,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"21","F","Uts_13A_044",2013,"29.-30.9.2013","9/29/2013","F544",4.9,82,-1.10579085632338,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA
"22","F","Uts_13A_045",2013,"29.-30.9.2013","9/29/2013","F545",3.5,83,-2.74223092984444,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA
"23","F","Uts_13A_047",2013,"29.-30.9.2013","9/29/2013","F547",9.6,96,0.284048114381809,NA,NA,NA,NA,NA,NA,3,3,3,1,10,NA,NA
"24","F","Uts_13A_058",2013,"2.-3.10.2013","10/2/2013","F558",6.8,86,-0.151551150407614,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"25","F","Uts_13A_059",2013,"2.-3.10.2013","10/2/2013","F559",4.8,77,-0.0235904887180967,NA,NA,NA,NA,NA,NA,5,2,2,0,NA,NA,NA
"26","F","Uts_13A_065",2013,"4.-5.10.2013","10/4/2013","F565",16.9,114,3.32812679100277,NA,NA,NA,NA,NA,NA,3,5,5,1,30,NA,NA
"27","F","Uts_13A_066",2013,"4.-5.10.2013","10/4/2013","F566",5.3,83,-0.942230929844439,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"28","F","Uts_14A_018",2014,"17-20.9","9/17/2014","F578",7.1,86,0.148448849592386,"kirkas, respawn","MSW","silvery",NA,NA,NA,NA,NA,2,0,NA,NA,NA
"29","F","Uts_14A_024",2014,"17-20.9","9/17/2014","F584",12.1,103,1.12896759973441,NA,"MSW",NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"30","F","Uts_14A_050",2014,"22.-23.9","9/22/2014","F610",5.6,82,-0.405790856323383,NA,"MSW",NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"31","F","Uts_14A_063",2014,"23.-24.9","9/23/2014","F623",7.1,91,-1.0337515180129,NA,"MSW",NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"32","F","Uts_14A_066",2014,"24.-25.9","9/24/2014","F626",6.7,86,-0.251551150407614,NA,"MSW",NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"33","F","Uts_14A_100",2014,"1.-2.10","10/1/2014","F660",5,80,-0.532910709281268,NA,"MSW",NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"34","F","Uts_14A_107",2014,"2.-3.10","10/2/2014","F667",5,80,-0.532910709281268,NA,"MSW",NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"35","F","Uts_14A_108",2014,"2.-3.10","10/2/2014","F668",5.7,84,-0.778671003365498,NA,"MSW",NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"36","F","Uts_15A_010",2015,"14-15.9","9/14/2015","Z08209",5.5,85,-1.21511107688656,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"37","F","Uts_15A_011",2015,"14-15.9","9/14/2015","Z08210",7.8,91,-0.3337515180129,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"38","F","Uts_15A_021",2015,"16.-17.9","9/16/2015","Z08220",1,49,2.79673156987152,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA
"39","F","Uts_15A_026",2015,"17.-18.9","9/17/2015","Z08225",5.6,81,-0.169350782802328,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"40","F","Uts_15A_030",2015,"21.-22.9","9/21/2015","Z08229",11.6,103,0.628967599734407,NA,NA,NA,NA,NA,NA,4,4,4,1,20,NA,NA
"41","F","Uts_15A_040",2015,"23.-24.9","9/23/2015","Z08239",5.9,82,-0.105790856323383,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA
"42","F","Uts_15A_054",2015,"28.-29.9","9/28/2015","Z08254",6.7,85,-0.0151110768865577,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"43","F","Uts_15A_055",2015,"28.-29.9","9/28/2015","Z08255",11.5,101,1.00184774677652,NA,NA,NA,NA,NA,NA,NA,4,4,1,20,NA,NA
"44","F","Uts_15A_062",2015,"28.-29.9","9/28/2015","Z08262",6.9,90,-0.997311444491844,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"45","F","Uts_15A_066",2015,"31.9-1.10","9/30/2015","Z08266",13.1,111,0.237447011565946,NA,"sept 31st?!",NA,NA,NA,NA,4,5,5,1,30,NA,NA
"46","F","Uts_15A_067",2015,"31.9-1.10","9/30/2015","Z08267",9.6,95,0.520488187902869,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"47","F","Uts_15A_077",2015,"2.-3.10","10/2/2015","Z08277",5.1,78,0.0399694377608473,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"48","F","Uts_15A_078",2015,"2.-3.10","10/2/2015","Z08278",3.5,72,-0.141390121112806,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"49","F","Uts_16A_036",2016,"19.-20.9","9/19/2016","Z08318",5.6,81,-0.169350782802328,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"50","F","Uts_16A_037",2016,"19.-20.9","9/19/2016","Z08319",9.4,97,-0.15239195913925,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"51","F","Uts_16A_043",2016,"20.-21.9","9/20/2016","Z08325",6.3,83,0.0577690701555609,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"52","F","Uts_16A_048",2016,"20.-21.9","9/20/2016","Z08328",6.2,84,-0.278671003365498,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"53","F","Uts_16A_050",2016,"21.-22.9","9/21/2015","Z08330",9.3,99,-0.725272106181361,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA
"54","F","Uts_16A_064",2016,"22.-23.9","9/22/2016","Z08344",5.4,83,-0.842230929844439,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA
"55","F","Uts_16A_077",2016,"26.-27.9","9/26/2016","Z08356",6.3,85,-0.415111076886558,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"56","F","Uts_16A_091",2016,"27.-28.9","9/27/2016","Z08370",6.1,84,-0.378671003365499,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"57","F","Uts_16A_096",2016,"27.-28.9","9/27/2016","Z08375",9.4,97,-0.15239195913925,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"58","F","Uts_16A_102",2016,"28.-29.9","9/28/2016","Z08381",6.5,86,-0.451551150407614,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"59","F","Uts_16A_105",2016,"28.-29.9","9/28/2016","Z08384",5.4,79,0.103529364239792,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"60","F","Uts_16A_108",2016,"28.-29.9","9/28/2016","Z08387",4.7,80,-0.832910709281268,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"61","F","Uts_16A_112",2016,"29.-30.9","9/29/2016","Z08390",5.6,81,-0.169350782802328,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"62","F","Uts_16A_115",2016,"4.-5.10","10/4/2016","Z08393",5.2,83,-1.04223092984444,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"63","F","Uts_17A_002",2017,"14.9.2017","9/14/2017","F672",13.7,114,0.128126791002771,NA,NA,NA,NA,NA,NA,4,5,5,1,30,"PS (uudellen kutija)","repeat spawner"
"64","F","Uts_17A_005",2017,"14.9.2017","9/14/2017","F675",13.1,101,2.60184774677652,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"65","F","Uts_17A_007",2017,"14.9.2017","9/14/2017","F677",10.2,96,0.884048114381809,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"66","F","Uts_17A_010",2017,"14.9.2017","9/14/2017","F680",12.2,99,2.17472789381864,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,"ei joki-ik‰‰","no river age"
"67","F","Uts_17A_018",2017,"18.9.2017","9/18/2017","F688",10.4,102,-0.334592326744536,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"68","F","Uts_17A_026",2017,"19.9.2017","9/19/2017","F695",4.6,80,-0.932910709281268,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"69","F","Uts_17A_031",2017,"19.9.2017","9/19/2017","F700",10.3,99,0.274727893818639,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,"ei joki-ik‰‰","no river age"
"70","F","Uts_17A_046",2017,"21.9.2017","9/21/2017","F214",9.4,97,-0.15239195913925,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"71","F","Uts_17A_056",2017,"25.9.2017","9/25/2017","F223",11.6,103,0.628967599734407,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"72","F","Uts_17A_066",2017,"25.9.2017","9/25/2017","F233",10.2,102,-0.534592326744537,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"73","F","Uts_17A_072",2017,"26.9.2017","9/26/2017","F239",5,80,-0.532910709281268,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"74","F","Uts_17A_073",2017,"26.9.2017","9/26/2017","F240",8.1,90,0.202688555508155,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"75","F","Uts_17A_074",2017,"26.9.2017","9/26/2017","F241",6.7,87,-0.487991223928669,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"76","F","Uts_17A_075",2017,"26.9.2017","9/26/2017","F242",11.4,105,-0.0439125473077109,"paha kudosvaurio kuonon oikealla yl‰reualla, vasen silm‰ sokea, muuten hyv‰ kunto ja vireys","bad tissue damage on right side of snout, left eye blind",NA,NA,NA,NA,3,5,5,1,30,"PS (uudellen kutija)","repeat spawner"
"77","F","Uts_17A_077",2017,"26.9.2017","9/26/2017","F244",7.5,92,-0.87019159153396,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"78","F","Uts_17A_078",2017,"27.9.2017","9/27/2017","F245",13.6,110,0.973887085087002,NA,NA,NA,NA,NA,NA,3,5,5,1,30,"PS (uudellen kutija)","repeat spawner"
"79","F","Uts_17A_090",2017,"1.10.2017","10/1/2017",NA,9.7,98,-0.0888320326603065,"kuollut","dead",NA,1,NA,NA,3,3,3,0,NA,NA,NA
"80","F","Uts_17A_096",2017,"4.10.2017","10/4/2017","YL9882",9.8,102,-0.934592326744536,"kulkutettu! (kyl‰talon niska)","drift net at location",NA,NA,NA,NA,4,5,5,1,30,"PS (uudellen kutija)",NA
"81","F","Uts_17A_098",2017,"5.10.2017","10/5/2017","125.0",7.5,98,-2.28883203266031,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,"ei joki-ik‰‰","no river age"
"82","F","Uts_18A_021",2018,"17.9.2018","9/17/2018","F886",2.2,61,1.15945068761883,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"83","F","Uts_18A_038",2018,"20.9.2018","9/20/2018","F904",10.5,100,0.238287820297579,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"84","F","Uts_18A_042",2018,"20.9.2018","9/20/2018","F908",13,110,0.373887085087002,NA,NA,NA,NA,NA,NA,3,4,4,0,NA,NA,NA
"85","F","Uts_18A_045",2018,"21.9.2018","9/21/2018","F911",5.4,80,-0.132910709281267,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"86","F","Uts_18A_060",2018,"25.9.2018","9/25/2018","F926",2.6,73,-1.27783019463387,"kutenut","spawned",NA,NA,NA,NA,4,3,3,1,10,"toinen kutureissu","spawning return trip"
"87","F","Uts_18A_071",2018,"27.9.2018","9/27/2018","F937",9,96,-0.31595188561819,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"88","F","Uts_18A_080",2018,"28.9.2018","9/28/2018","F946",10,100,-0.261712179702421,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"89","F","Uts_18A_088",2018,"29.9.2018","9/29/2018","F954",7,78,1.93996943776085,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"90","F","Uts_18A_096",2018,"1.10.2018","10/1/2018","F962",10.2,98,0.411167967339694,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"91","F","Uts_18A_100",2018,"1.10.2018","10/1/2018","F967",1.2,52,2.28741134930835,"F966 -merkki kateissa","F966 tag missing",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"92","F","Uts_18A_117",2018,"3.10.2018","10/3/2018","F984",11.4,102,0.665407673255464,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"93","F","Uts_18A_119",2018,"3.10.2018","10/3/2018","F986",7.1,90,-0.797311444491845,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"94","M","Uts_11A_01",2011,"9/20/2011","9/20/2011","F814",2.5,64,-0.000864315980361852,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"95","M","Uts_11A_02",2011,"9/20/2011","9/20/2011","F815",2.4,65,-0.325311126390212,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"96","M","Uts_11A_03",2011,"9/20/2011","9/20/2011","F816",3.5,75,-1.4697792304887,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"97","M","Uts_11A_04",2011,"9/20/2011","9/20/2011","F817",7.3,90,-1.03648138663645,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"98","M","Uts_11A_05",2011,"9/21/2011","9/21/2011","F818",1.4,54,1.14360378811813,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"99","M","Uts_11A_06",2011,"9/21/2011","9/21/2011","F819",7.2,89,-0.912034576226595,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"100","M","Uts_11A_07",2011,"9/21/2011","9/21/2011","F820",11,107,-1.15207716360388,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA
"101","M","Uts_11A_08",2011,"9/22/2011","9/22/2011","F821",1.65,59,0.271369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"102","M","Uts_11A_09",2011,"9/22/2011","9/22/2011","F822",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"103","M","Uts_11A_10",2011,"9/22/2011","9/22/2011","F823",1.85,60,0.246922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"104","M","Uts_11A_11",2011,"9/22/2011","9/22/2011","F824",2,62,-0.0519706951606622,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"105","M","Uts_11A_12",2011,"9/22/2011","9/22/2011","F825",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"106","M","Uts_11A_13",2011,"9/23/2011","9/23/2011","F826",2.2,65,-0.525311126390211,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"107","M","Uts_11A_14",2011,"9/23/2011","9/23/2011","F827",5.5,85,-1.7142473345872,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"108","M","Uts_11A_15",2011,"9/23/2011","9/23/2011","F828",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"109","M","Uts_11A_16",2011,"9/23/2011","9/23/2011","F829",3.1,70,-0.747545178439457,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"110","M","Uts_11A_17",2011,"9/23/2011","9/23/2011","F830",8.8,97,-1.10760905950539,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"111","M","Uts_11A_18",2011,"9/26/2011","9/26/2011","F831",2.5,64,-0.000864315980361852,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"112","M","Uts_11A_19",2011,"9/26/2011","9/26/2011","F832",2.7,67,-0.474204747209909,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"113","M","Uts_11A_20",2011,"9/26/2011","9/26/2011","F833",2.7,67,-0.474204747209909,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"114","M","Uts_11A_21",2011,"9/27/2011","9/27/2011","F834",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"115","M","Uts_11A_23",2011,"9/28/2011","9/28/2011","F836",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"116","M","Uts_11A_24",2011,"9/28/2011","9/28/2011","F837",2.4,65,-0.325311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"117","M","Uts_11A_25",2011,"9/28/2011","9/28/2011","F838",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"118","M","Uts_11A_26",2011,"9/28/2011","9/28/2011","F839",2.9,70,-0.947545178439457,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"119","M","Uts_11A_27",2011,"9/28/2011","9/28/2011","F840",2.5,66,-0.449757936800061,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"120","M","Uts_11A_30",2011,"9/28/2011","9/28/2011","F843",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"121","M","Uts_11A_31",2011,"9/28/2011","9/28/2011","F844",2,62,-0.0519706951606622,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"122","M","Uts_11A_32",2011,"9/28/2011","9/28/2011","F845",2.2,64,-0.300864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"123","M","Uts_11A_33",2011,"9/28/2011","9/28/2011","F846",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"124","M","Uts_11A_34",2011,"9/28/2011","9/28/2011","F847",1.9,59,0.521369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"125","M","Uts_11A_35",2011,"9/29/2011","9/29/2011","F848",2.3,66,-0.649757936800062,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"126","M","Uts_11A_36",2011,"9/29/2011","9/29/2011","F849",12.6,116,-1.57209845729253,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA
"127","M","Uts_11A_38",2011,"9/30/2011","9/30/2011","F851",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"128","M","Uts_11A_40",2011,"9/30/2011","9/30/2011","F853",19.75,117,5.35345473229762,NA,NA,NA,NA,NA,NA,NA,4,4,0,NA,NA,NA
"129","M","Uts_11A_41",2011,"10/2/2011","10/2/2011","F854",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"130","M","Uts_11A_42",2011,"10/2/2011","10/2/2011","F855",2.4,64,-0.100864315980362,NA,NA,"recaptured later",NA,1,"Uts_13A_054",4,1,1,0,NA,NA,NA
"131","M","Uts_11A_43",2011,"10/2/2011","10/2/2011","F856",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"132","M","Uts_11A_44",2011,"10/2/2011","10/2/2011","F857",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"133","M","Uts_11A_45",2011,"10/2/2011","10/2/2011","F858",1.5,55,1.01915697770828,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"134","M","Uts_11A_46",2011,"10/2/2011","10/2/2011","F859",1.9,59,0.521369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"135","M","Uts_11A_47",2011,"10/2/2011","10/2/2011","F860",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"136","M","Uts_11A_48",2011,"10/3/2011","10/3/2011","F861",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
